EMPLOYEE_ID,FULL_NAME,DATE_OF_BIRTH,GENDER,SALARY,START_DATE,TERMINATION_DATE,DEPARTMENT_ID
E000953,Nguyen Khoa Anh,1977-06-04,Nu,11000000,2015-01-23,2022-07-18,D069
E000954,Nguyen Ngoc Linh,1983-10-14,Nu,11000000,2020-10-01,,D069
E000955,Dang Khoa Duc,1970-09-14,Nam,7000000,2018-01-23,2018-01-24,D070
E000956,Le Hoai Thanh,1974-07-13,Nam,7000000,2017-12-05,,D070
E000957,Tran Thuy Duc,1978-01-17,Nam,7000000,2019-12-22,,D070
E000958,Tran Hai Quang,1984-04-09,Nu,7000000,2016-04-14,2018-04-26,D070
E000959,Bui Huu Linh,1986-10-23,Nam,7000000,2018-06-05,,D070
E000960,Tran Thu Thi,1984-03-25,Nu,7000000,2019-07-22,,D070
E000961,Tran Ngoc Linh,1998-04-27,Nu,7000000,2019-09-07,,D070
E000962,Nguyen Huu Quang,1991-04-23,Nam,7000000,2017-06-10,,D070
E000963,Bui Thu Thanh,1977-09-26,Nam,7000000,2018-06-02,2023-10-04,D070
E000964,Vu Huu Van,1983-09-02,Nu,7000000,2016-04-14,,D070
E000965,Tran Ngoc Thi,1973-10-17,Nu,7000000,2018-02-07,2019-03-21,D070
E000966,Hoang Thu Quang,1980-12-12,Nu,7000000,2022-09-23,,D070
E000967,Vu Hoai Minh,1982-02-27,Nam,7000000,2019-01-26,,D070
E000968,Bui Huu Anh,1984-09-21,Nu,7000000,2015-12-09,,D070
E000969,Dang Ngoc Minh,1971-11-18,Nu,7000000,2016-09-28,,D070
E000970,Pham Thu Quang,1987-11-10,Nu,7000000,2020-08-26,,D070
E000971,Nguyen Hai Anh,1972-03-03,Nam,7000000,2019-12-19,2020-08-16,D070
E000972,Dang Thuy Van,1972-03-05,Nu,7000000,2015-08-20,,D070
E000973,Vu Huu Thanh,1992-03-27,Nu,9000000,2016-03-25,,D071
E000974,Vu Hai Thi,1998-11-24,Nam,9000000,2016-07-26,2023-02-08,D071
E000975,Tran Khoa Quang,1985-03-06,Nu,9000000,2020-12-22,2021-04-03,D071
E000976,Nguyen Dinh Thanh,1985-01-12,Nam,9000000,2018-12-23,2023-03-18,D071
E000977,Nguyen Ngoc Linh,1996-01-20,Nam,9000000,2022-01-14,2022-03-18,D071
E000978,Le Hai Anh,1980-12-21,Nam,9000000,2022-04-03,,D071
E000979,Le Khoa Thanh,1971-05-09,Nu,9000000,2021-10-20,2021-10-21,D071
E000980,Tran Hai Minh,1983-10-01,Nam,9000000,2020-12-22,,D071
E000981,Pham Ngoc Van,1976-07-05,Nam,9000000,2016-06-17,2020-11-25,D071
E000982,Le Ngoc Duc,1992-06-04,Nu,9000000,2015-08-01,2023-03-21,D071
E000983,Bui Dinh Duc,1986-05-26,Nu,9000000,2022-02-24,,D071
E000984,Dang Huu Van,1970-01-17,Nu,9000000,2016-07-16,,D071
E000985,Bui Ngoc Anh,1987-10-19,Nam,9000000,2021-04-17,,D071
E000986,Bui Ngoc Thanh,1992-10-11,Nam,9000000,2018-07-27,,D071
E000987,Tran Ngoc Thi,1979-09-13,Nu,9000000,2022-09-13,,D071
E000988,Bui Hoai Thanh,1972-07-12,Nu,9000000,2022-05-13,2022-05-14,D071
E000989,Nguyen Thu Van,1996-01-27,Nam,9000000,2016-10-01,2018-10-10,D071
E000990,Vu Dinh Anh,1979-04-01,Nu,9000000,2016-08-14,2016-08-15,D071
E000991,Dang Thu Minh,1992-12-10,Nam,9000000,2019-12-28,,D071
E000992,Dang Khoa Quang,1993-05-04,Nam,9000000,2017-12-25,2019-04-24,D071
E000993,Hoang Hai Linh,1992-06-10,Nam,10000000,2015-08-19,2018-12-06,D072
E000994,Nguyen Ngoc Thi,1984-07-18,Nam,10000000,2020-02-07,2023-05-24,D072
E000995,Vu Huu Thi,1974-09-08,Nam,10000000,2022-04-12,,D072
E000996,Tran Thuy Duc,1995-07-09,Nam,10000000,2020-04-15,2021-08-05,D072
E000997,Vu Hoai Quang,1988-09-03,Nam,10000000,2016-05-09,,D072
E000998,Pham Khoa Linh,1985-03-09,Nam,10000000,2022-04-16,2022-04-17,D072
E000999,Hoang Hai Linh,1980-10-28,Nu,10000000,2019-03-06,2023-08-15,D072
E001000,Bui Hai Thi,1970-09-23,Nam,10000000,2015-09-09,2017-08-23,D072
E001001,Bui Hai Van,1996-02-21,Nu,10000000,2017-11-20,2021-08-23,D072
E001002,Nguyen Thuy Linh,1977-04-23,Nam,10000000,2022-05-13,,D072
E001003,Vu Huu Minh,1970-02-07,Nam,10000000,2015-01-03,,D072
E001004,Hoang Dinh Minh,1984-08-26,Nam,10000000,2020-12-02,,D072
E001005,Le Thuy Quang,1992-10-05,Nu,15000000,2018-05-06,,D073
E001006,Tran Ngoc Van,1995-08-13,Nu,20000000,2018-05-09,,D074
E001007,Vu Ngoc Anh,1996-09-09,Nu,20000000,2022-04-01,2022-04-02,D074
E001008,Hoang Hoai Linh,1996-05-23,Nu,20000000,2015-07-08,2023-09-21,D074
E001009,Hoang Khoa Linh,1982-05-28,Nu,20000000,2019-05-17,,D074
E001010,Vu Thuy Linh,1981-04-17,Nam,20000000,2022-11-19,2022-11-20,D074
E001011,Nguyen Khoa Thanh,1994-08-27,Nam,20000000,2021-09-15,2021-09-16,D074
E001012,Dang Dinh Van,1996-02-19,Nu,20000000,2016-03-27,2022-04-01,D074
E001013,Hoang Huu Minh,1998-10-28,Nam,20000000,2019-02-19,,D074
E001014,Hoang Ngoc Thanh,1998-05-06,Nu,20000000,2019-01-11,2020-09-21,D074
E001015,Pham Khoa Quang,1977-10-24,Nu,20000000,2016-11-19,,D074
E001016,Pham Thu Quang,1993-08-16,Nu,20000000,2022-04-22,,D074
E001017,Hoang Huu Thi,1995-05-01,Nu,20000000,2016-10-27,,D074
E001018,Pham Khoa Thanh,1987-02-07,Nam,20000000,2020-04-02,,D074
E001019,Vu Huu Linh,1992-03-08,Nu,20000000,2019-11-27,,D074
E001020,Le Thu Thanh,1993-02-11,Nam,20000000,2019-03-19,,D074
E001021,Dang Hai Linh,1978-04-21,Nu,8000000,2016-06-17,2019-06-19,D075
E001022,Dang Huu Thanh,1995-09-16,Nu,8000000,2015-04-27,2020-08-15,D075
E001023,Pham Dinh Thi,1970-10-12,Nam,8000000,2018-12-27,,D075
E001024,Hoang Ngoc Linh,1992-02-14,Nam,8000000,2015-10-11,,D075
E001025,Hoang Dinh Thi,1983-06-23,Nam,8000000,2017-05-20,,D075
E001026,Pham Thuy Minh,2000-02-01,Nu,8000000,2016-02-21,2021-10-03,D075
E001027,Vu Dinh Thi,1975-05-25,Nu,8000000,2019-07-25,,D075
E001028,Pham Thuy Quang,1991-04-20,Nu,8000000,2022-06-23,,D075
E001029,Le Huu Minh,1986-09-17,Nu,8000000,2019-12-27,2020-07-21,D075
E001030,Pham Khoa Minh,1993-11-22,Nam,8000000,2018-04-26,,D075
E001031,Pham Dinh Duc,1985-01-18,Nam,8000000,2017-02-26,2021-10-24,D075
E001032,Le Dinh Minh,2000-06-10,Nam,8000000,2021-10-01,2023-06-02,D075
E001033,Dang Ngoc Thanh,1989-10-16,Nu,8000000,2017-05-24,,D075
E001034,Hoang Hoai Linh,1986-03-07,Nu,8000000,2020-04-19,,D075
E001035,Nguyen Huu Linh,1980-09-11,Nam,8000000,2015-08-22,2022-05-25,D075
E001036,Bui Khoa Thi,1980-10-15,Nu,17000000,2017-08-28,,D076
E001037,Vu Hoai Minh,1998-04-25,Nam,17000000,2018-02-17,2019-07-10,D076
E001038,Pham Ngoc Quang,1991-05-07,Nu,17000000,2015-05-23,,D076
E001039,Nguyen Huu Thanh,1992-03-08,Nam,17000000,2019-10-16,,D076
E001040,Pham Thu Van,1980-05-27,Nam,17000000,2022-07-25,,D076
E001041,Hoang Dinh Duc,1971-02-11,Nam,17000000,2020-10-02,2020-10-03,D076
E001042,Vu Huu Duc,1988-10-22,Nu,17000000,2017-04-08,2019-01-11,D076
E001043,Vu Khoa Thanh,1985-11-01,Nu,17000000,2020-08-01,2023-09-13,D076
E001044,Dang Thuy Quang,1979-09-22,Nam,17000000,2019-08-11,,D076
E001045,Vu Khoa Linh,1979-02-18,Nu,17000000,2022-04-17,,D076
E001046,Bui Ngoc Minh,1986-03-03,Nu,17000000,2022-05-14,,D076
E001047,Vu Ngoc Thanh,1991-10-15,Nam,17000000,2015-01-12,2016-06-28,D076
E001048,Pham Thuy Duc,1971-03-15,Nam,17000000,2018-12-06,,D076
E001049,Le Thu Anh,1984-07-17,Nam,17000000,2016-01-07,2017-06-09,D076
E001050,Pham Dinh Quang,1983-06-15,Nam,17000000,2018-01-10,2021-12-05,D076
E001051,Bui Khoa Minh,1995-04-20,Nu,17000000,2021-03-08,2021-09-16,D076
E001052,Bui Hoai Thanh,1975-09-17,Nu,17000000,2022-03-22,,D076
E001053,Tran Huu Minh,1986-05-27,Nu,17000000,2021-04-06,2021-11-24,D076
E001054,Le Hai Duc,1974-08-03,Nam,11000000,2018-01-22,2021-12-14,D077
E001055,Le Thuy Van,1984-11-04,Nu,11000000,2019-05-06,2023-10-08,D077
E001056,Bui Khoa Duc,1985-01-21,Nu,11000000,2015-06-21,2021-11-05,D077
E001057,Tran Thu Minh,1994-08-28,Nam,11000000,2019-07-26,,D077
E001058,Nguyen Thuy Quang,1994-05-02,Nam,11000000,2021-04-09,,D077
E001059,Bui Khoa Minh,2000-07-05,Nu,11000000,2017-02-19,2018-12-19,D077
E001060,Vu Khoa Quang,1988-01-19,Nu,11000000,2018-02-18,,D077
E001061,Nguyen Ngoc Thanh,1975-04-11,Nu,11000000,2021-06-09,2022-03-21,D077
E001062,Pham Hoai Thanh,1995-03-13,Nam,11000000,2019-04-01,2021-06-03,D077
E001063,Pham Ngoc Duc,1992-12-16,Nu,11000000,2021-06-17,2023-08-22,D077
E001064,Hoang Hoai Thi,1998-06-04,Nu,11000000,2021-01-22,,D077
E001065,Pham Thu Minh,1998-02-09,Nu,11000000,2022-10-18,,D077
E001066,Le Ngoc Van,2000-04-06,Nam,11000000,2015-04-22,2021-11-26,D077
E001067,Pham Thu Anh,1997-07-14,Nam,11000000,2016-04-20,,D077
E001068,Pham Hai Anh,1995-06-21,Nam,11000000,2022-02-16,,D077
E001069,Tran Ngoc Thi,1974-03-03,Nu,11000000,2016-09-01,2022-05-03,D077
E001070,Pham Thu Thanh,1987-01-17,Nu,7000000,2015-08-22,,D078
E001071,Pham Hoai Linh,1993-12-08,Nu,7000000,2015-01-08,,D078
E001072,Hoang Khoa Anh,1992-12-19,Nu,7000000,2018-01-13,2020-05-04,D078
E001073,Le Hai Duc,1976-03-08,Nu,7000000,2017-11-01,,D078
E001074,Le Ngoc Van,1980-01-08,Nam,7000000,2016-12-16,2019-09-16,D078
E001075,Nguyen Thuy Quang,1984-12-01,Nu,7000000,2020-07-22,,D078
E001076,Bui Thuy Thanh,1998-02-13,Nam,7000000,2020-09-06,,D078
E001077,Bui Hoai Van,1999-03-20,Nam,7000000,2022-04-27,2022-11-09,D078
E001078,Pham Hai Linh,1972-12-27,Nu,7000000,2018-12-20,2018-12-21,D078
E001079,Hoang Hoai Quang,1998-01-20,Nu,7000000,2018-11-02,,D078
E001080,Bui Khoa Linh,1996-02-20,Nu,7000000,2020-12-26,,D078
E001081,Tran Hoai Van,1973-08-07,Nu,7000000,2020-06-16,2021-12-25,D078
E001082,Hoang Huu Van,1973-01-01,Nam,7000000,2020-12-19,2021-01-15,D078
E001083,Le Dinh Minh,1986-07-24,Nam,7000000,2016-06-17,2022-04-12,D078
E001084,Bui Ngoc Thi,1971-01-23,Nu,7000000,2022-01-01,2023-03-26,D078
E001085,Dang Huu Anh,1992-07-24,Nu,7000000,2019-03-14,,D078
E001086,Tran Hoai Thanh,1976-08-06,Nu,7000000,2019-03-20,2021-11-20,D078
E001087,Tran Hai Quang,1992-07-11,Nu,7000000,2016-07-22,2023-10-20,D078
E001088,Hoang Thuy Duc,1979-09-01,Nu,7000000,2021-06-28,,D078
E001089,Dang Thuy Quang,1971-01-12,Nam,9000000,2019-02-27,2022-10-13,D079
E001090,Bui Hai Linh,1989-09-19,Nam,9000000,2021-05-20,2021-05-25,D079
E001091,Tran Hoai Minh,1976-12-26,Nu,9000000,2021-10-24,,D079
E001092,Vu Khoa Thi,1970-07-17,Nu,9000000,2021-03-17,,D079
E001093,Hoang Hoai Quang,1998-07-23,Nam,9000000,2022-06-14,,D079
E001094,Vu Huu Linh,1975-03-11,Nam,9000000,2020-05-16,2023-05-02,D079
E001095,Nguyen Ngoc Anh,1996-09-28,Nu,9000000,2017-08-24,,D079
E001096,Hoang Ngoc Linh,1975-11-27,Nam,9000000,2021-04-09,,D079
E001097,Nguyen Thu Minh,1995-04-03,Nu,9000000,2017-05-02,2017-08-23,D079
E001098,Bui Hai Van,1994-06-04,Nam,9000000,2020-01-23,2020-05-21,D079
E001099,Tran Thuy Van,1975-08-22,Nam,9000000,2017-08-23,,D079
E001100,Dang Dinh Linh,1998-06-24,Nu,10000000,2017-01-01,2023-08-05,D080
E001101,Bui Hoai Linh,1994-06-25,Nu,10000000,2019-04-23,2023-01-12,D080
E001102,Hoang Hai Quang,1973-02-13,Nam,10000000,2022-06-06,2022-08-08,D080
E001103,Hoang Khoa Van,1983-08-28,Nam,10000000,2020-12-05,2020-12-06,D080
E001104,Le Thu Thanh,1994-01-20,Nu,10000000,2016-04-25,2016-04-26,D080
E001105,Tran Hai Duc,1973-07-01,Nam,10000000,2022-09-24,2022-09-25,D080
E001106,Dang Ngoc Van,1972-10-05,Nu,10000000,2017-12-11,2017-12-12,D080
E001107,Pham Thuy Van,1975-07-07,Nam,10000000,2019-12-12,2022-10-16,D080
E001108,Le Thu Anh,1984-10-20,Nu,10000000,2019-08-06,2020-08-28,D080
E001109,Nguyen Thu Anh,1990-03-13,Nam,10000000,2020-03-11,2020-07-06,D080
E001110,Le Thuy Thanh,1997-05-08,Nu,10000000,2018-09-17,2018-09-18,D080
E001111,Hoang Thu Anh,1992-07-03,Nu,10000000,2015-07-01,,D080
E001112,Le Khoa Duc,1988-01-08,Nu,15000000,2018-11-19,,D081
E001113,Hoang Ngoc Thi,1978-02-14,Nu,20000000,2017-09-19,,D082
E001114,Bui Thu Minh,1978-10-28,Nu,20000000,2017-04-23,2019-12-08,D082
E001115,Pham Khoa Duc,1981-10-07,Nu,20000000,2018-03-15,,D082
E001116,Le Hai Thi,1971-08-01,Nu,20000000,2022-06-27,,D082
E001117,Le Dinh Anh,1970-10-13,Nu,20000000,2022-02-18,2022-11-26,D082
E001118,Vu Thuy Thi,1992-03-07,Nu,20000000,2022-11-21,,D082
E001119,Hoang Thuy Van,1970-09-04,Nam,20000000,2022-02-27,2022-09-16,D082
E001120,Nguyen Hoai Minh,1970-06-01,Nu,20000000,2019-06-09,,D082
E001121,Hoang Thuy Anh,1999-01-03,Nu,20000000,2020-02-18,2021-10-23,D082
E001122,Nguyen Thu Thanh,1996-06-12,Nam,20000000,2019-03-21,,D082
E001123,Hoang Thuy Thi,1993-06-12,Nam,20000000,2018-12-19,2018-12-20,D082
E001124,Nguyen Thuy Van,1983-02-27,Nam,20000000,2022-05-04,,D082
E001125,Pham Hoai Thi,1974-08-25,Nam,20000000,2020-08-17,,D082
E001126,Le Thuy Thanh,1988-02-23,Nu,20000000,2020-01-16,2022-02-08,D082
E001127,Vu Ngoc Anh,1998-05-26,Nu,20000000,2015-08-26,,D082
E001128,Dang Hoai Quang,1997-12-07,Nam,20000000,2020-04-10,2022-02-03,D082
E001129,Pham Dinh Quang,1996-10-07,Nu,8000000,2021-10-11,2021-10-25,D083
E001130,Nguyen Hai Thi,1993-03-21,Nam,8000000,2021-08-16,,D083
E001131,Nguyen Ngoc Thi,1971-10-20,Nam,8000000,2015-10-08,,D083
E001132,Nguyen Hai Thanh,1999-03-24,Nu,8000000,2019-02-22,2020-03-10,D083
E001133,Pham Thu Quang,1999-09-11,Nu,8000000,2015-12-11,,D083
E001134,Bui Dinh Van,1982-09-16,Nam,8000000,2015-06-09,,D083
E001135,Nguyen Khoa Thi,1984-04-02,Nam,8000000,2022-11-07,,D083
E001136,Vu Thuy Duc,1998-04-11,Nam,8000000,2018-06-15,2020-03-10,D083
E001137,Tran Thu Duc,1974-04-11,Nu,8000000,2022-08-08,,D083
E001138,Dang Huu Minh,1977-11-26,Nu,8000000,2021-09-21,,D083
E001139,Hoang Hoai Quang,1996-06-02,Nam,8000000,2019-03-08,,D083
E001140,Dang Hai Quang,1979-02-16,Nu,8000000,2019-11-21,2022-09-06,D083
E001141,Nguyen Khoa Van,1986-04-05,Nam,8000000,2017-08-04,,D083
E001142,Nguyen Ngoc Thanh,1971-04-21,Nu,8000000,2017-12-19,2022-04-17,D083
E001143,Nguyen Dinh Van,1970-04-02,Nu,8000000,2022-06-08,2022-06-09,D083
E001144,Dang Khoa Linh,1995-01-05,Nam,17000000,2019-09-12,2019-09-13,D084
E001145,Dang Ngoc Quang,1996-02-25,Nu,17000000,2017-04-11,2018-10-11,D084
E001146,Vu Hai Quang,1991-08-17,Nu,17000000,2022-10-16,,D084
E001147,Bui Hoai Duc,1972-07-12,Nam,17000000,2019-04-01,2022-12-20,D084
E001148,Bui Thu Linh,1976-05-14,Nam,17000000,2021-11-16,,D084
E001149,Hoang Huu Quang,1972-07-18,Nam,17000000,2015-06-12,,D084
E001150,Nguyen Dinh Duc,1981-02-15,Nu,17000000,2022-05-18,2022-11-02,D084
E001151,Hoang Hoai Quang,1999-03-03,Nu,17000000,2015-08-21,2021-03-08,D084
E001152,Le Hai Minh,1991-03-01,Nam,17000000,2020-02-12,,D084
E001153,Le Hoai Linh,1998-08-09,Nu,17000000,2017-08-23,2020-04-09,D084
E001154,Dang Khoa Thi,1971-09-13,Nam,11000000,2019-03-22,,D085
E001155,Pham Hoai Thanh,1973-09-09,Nu,11000000,2015-11-06,2022-06-01,D085
E001156,Hoang Hai Minh,1970-10-09,Nu,11000000,2021-11-15,,D085
E001157,Tran Ngoc Quang,1994-12-25,Nu,11000000,2021-10-21,2022-09-27,D085
E001158,Bui Thu Duc,1993-02-26,Nam,11000000,2015-04-02,,D085
E001159,Le Thuy Minh,1978-09-09,Nu,11000000,2018-12-13,,D085
E001160,Bui Khoa Minh,1971-05-05,Nam,11000000,2019-07-20,,D085
E001161,Tran Hoai Thanh,1991-02-19,Nu,11000000,2016-12-16,2018-09-22,D085
E001162,Hoang Thuy Minh,1975-05-02,Nam,11000000,2018-02-01,2022-11-08,D085
E001163,Nguyen Dinh Duc,1973-04-26,Nu,11000000,2016-01-05,,D085
E001164,Bui Thuy Van,1989-02-26,Nu,11000000,2017-08-03,2018-04-04,D085
E001165,Hoang Thuy Linh,1990-09-21,Nu,11000000,2022-12-28,2022-12-28,D085
E001166,Tran Hoai Minh,1998-07-14,Nu,11000000,2018-03-05,,D085
E001167,Bui Thuy Van,1989-06-22,Nam,11000000,2015-04-19,,D085
E001168,Vu Huu Minh,1995-03-11,Nam,11000000,2015-07-13,2018-03-14,D085
E001169,Vu Hoai Quang,2000-03-23,Nam,11000000,2018-01-01,,D085
E001170,Nguyen Dinh Anh,1986-08-13,Nam,11000000,2015-07-02,2023-03-03,D085
E001171,Pham Khoa Quang,1985-11-26,Nu,11000000,2019-08-28,,D085
E001172,Le Hoai Duc,1998-05-13,Nam,11000000,2018-02-26,,D085
E001173,Bui Ngoc Linh,1987-03-22,Nam,7000000,2020-09-21,2021-02-19,D086
E001174,Dang Hai Linh,1976-10-24,Nu,7000000,2021-10-09,2023-08-06,D086
E001175,Bui Thuy Thanh,1983-01-12,Nam,7000000,2022-01-15,,D086
E001176,Le Khoa Van,1980-06-04,Nam,7000000,2016-08-17,,D086
E001177,Pham Hai Thanh,1989-12-19,Nu,7000000,2022-03-08,,D086
E001178,Le Ngoc Thanh,1982-03-07,Nu,7000000,2021-01-28,2022-02-17,D086
E001179,Pham Hoai Van,1972-06-19,Nu,7000000,2016-10-14,2016-12-13,D086
E001180,Nguyen Huu Anh,1981-03-22,Nam,7000000,2021-07-02,2021-07-03,D086
E001181,Nguyen Ngoc Quang,1987-08-08,Nam,7000000,2020-02-19,,D086
E001182,Pham Hai Van,1995-03-02,Nu,7000000,2018-11-26,,D086
E001183,Dang Dinh Van,1987-12-03,Nu,7000000,2020-09-24,,D086
E001184,Vu Dinh Quang,1995-01-27,Nam,9000000,2017-08-18,,D087
E001185,Hoang Thuy Anh,1977-07-20,Nu,9000000,2022-02-23,,D087
E001186,Tran Ngoc Duc,1996-12-12,Nam,9000000,2022-10-25,,D087
E001187,Nguyen Thuy Minh,1980-02-25,Nu,9000000,2017-08-02,,D087
E001188,Bui Dinh Quang,1990-07-12,Nu,9000000,2017-12-01,2017-12-02,D087
E001189,Vu Thu Anh,1972-08-02,Nam,9000000,2015-04-28,,D087
E001190,Dang Ngoc Linh,1998-12-02,Nu,9000000,2017-07-16,,D087
E001191,Le Thu Quang,1970-02-27,Nu,9000000,2016-02-05,2017-08-24,D087
E001192,Nguyen Dinh Thanh,1993-02-26,Nam,9000000,2017-08-12,2020-10-16,D087
E001193,Vu Hai Thi,1988-08-19,Nam,9000000,2021-07-12,,D087
E001194,Hoang Thu Anh,1985-12-04,Nu,9000000,2016-05-04,2021-04-14,D087
E001195,Dang Huu Quang,1997-07-05,Nam,9000000,2017-06-01,2017-08-19,D087
E001196,Vu Hai Van,1989-02-10,Nam,9000000,2017-07-12,,D087
E001197,Pham Thu Van,1981-07-28,Nu,9000000,2017-03-04,2020-10-08,D087
E001198,Tran Hai Thanh,1992-06-18,Nam,9000000,2018-02-20,2022-03-28,D087
E001199,Tran Huu Quang,1982-07-02,Nam,9000000,2021-06-02,,D087
E001200,Hoang Ngoc Quang,1983-06-24,Nam,9000000,2015-09-02,2015-09-03,D087
E001201,Pham Khoa Quang,1986-07-19,Nu,9000000,2015-06-15,2016-03-06,D087
E001202,Nguyen Hoai Van,1980-11-22,Nam,10000000,2019-03-17,,D088
E001203,Nguyen Ngoc Minh,1988-01-06,Nam,10000000,2022-02-04,,D088
E001204,Tran Thuy Linh,1995-01-05,Nam,10000000,2015-06-15,2018-02-15,D088
E001205,Le Huu Duc,1992-11-03,Nam,10000000,2017-12-06,,D088
E001206,Bui Dinh Thi,1994-12-13,Nu,10000000,2018-05-01,,D088
E001207,Vu Khoa Minh,1970-04-04,Nu,10000000,2020-07-27,2022-03-21,D088
E001208,Tran Khoa Quang,1975-03-02,Nu,10000000,2015-09-03,2018-07-11,D088
E001209,Hoang Dinh Linh,1991-01-10,Nu,10000000,2018-10-21,,D088
E001210,Nguyen Hoai Van,1992-05-09,Nu,10000000,2015-09-28,,D088
E001211,Dang Dinh Anh,1997-08-21,Nu,10000000,2015-04-27,2021-12-18,D088
E001212,Le Ngoc Van,1994-02-01,Nu,15000000,2016-12-19,2020-07-04,D089
E001213,Dang Huu Van,1998-04-01,Nam,20000000,2015-05-17,2018-07-11,D090
E001214,Nguyen Huu Duc,1976-11-03,Nu,20000000,2021-01-21,2023-08-05,D090
E001215,Le Huu Thanh,1991-07-15,Nam,20000000,2015-12-19,,D090
E001216,Tran Hai Quang,1996-09-28,Nu,20000000,2019-02-16,2019-06-09,D090
E001217,Nguyen Hoai Linh,1985-12-08,Nam,20000000,2017-12-21,,D090
E001218,Bui Hai Duc,1992-10-01,Nam,20000000,2019-09-14,2023-02-19,D090
E001219,Vu Thuy Van,1980-04-09,Nam,20000000,2019-07-08,,D090
E001220,Dang Ngoc Thanh,1982-02-19,Nam,20000000,2018-06-03,,D090
E001221,Tran Dinh Anh,1991-03-12,Nam,20000000,2020-11-07,,D090
E001222,Le Hoai Thanh,1989-03-24,Nam,20000000,2016-11-27,2021-12-20,D090
E001223,Dang Khoa Thanh,1985-06-03,Nam,20000000,2016-05-05,2023-10-08,D090
E001224,Hoang Hoai Minh,1996-02-09,Nam,20000000,2015-07-20,2019-01-02,D090
E001225,Hoang Thu Linh,1978-11-08,Nu,20000000,2018-04-07,,D090
E001226,Vu Ngoc Linh,1996-07-11,Nam,20000000,2015-03-28,2015-08-09,D090
E001227,Tran Huu Van,1981-03-09,Nu,20000000,2015-11-22,2019-04-04,D090
E001228,Le Hoai Linh,2000-11-06,Nu,20000000,2019-02-12,,D090
E001229,Vu Huu Anh,1988-09-24,Nam,20000000,2019-02-27,2022-10-06,D090
E001230,Nguyen Dinh Van,1991-09-11,Nu,8000000,2017-05-12,,D091
E001231,Nguyen Ngoc Linh,1991-01-11,Nu,8000000,2021-04-22,,D091
E001232,Tran Khoa Thi,1999-08-27,Nu,8000000,2020-11-01,2020-11-02,D091
E001233,Bui Dinh Thi,1984-12-12,Nam,8000000,2016-07-01,,D091
E001234,Nguyen Hai Anh,1978-11-18,Nam,8000000,2019-12-10,,D091
E001235,Dang Hai Anh,1970-06-07,Nam,8000000,2016-01-04,2020-03-27,D091
E001236,Bui Thuy Minh,1999-04-23,Nu,8000000,2020-01-23,,D091
E001237,Pham Thu Thi,1995-10-07,Nu,8000000,2019-04-22,,D091
E001238,Tran Khoa Thanh,1984-06-09,Nam,8000000,2022-06-05,2023-11-28,D091
E001239,Dang Hoai Minh,1978-02-03,Nam,8000000,2018-01-01,2023-01-10,D091
E001240,Bui Thu Quang,1983-12-10,Nam,8000000,2020-12-20,,D091
E001241,Tran Hai Linh,1975-03-15,Nu,8000000,2018-07-07,,D091
E001242,Pham Khoa Van,1975-08-07,Nam,8000000,2017-08-27,,D091
E001243,Nguyen Hai Minh,1975-09-09,Nu,8000000,2021-05-05,,D091
E001244,Pham Thu Minh,1993-10-01,Nu,8000000,2018-05-19,2018-05-20,D091
E001245,Pham Thuy Quang,1971-02-14,Nam,8000000,2022-06-18,2022-06-19,D091
E001246,Le Hoai Van,1994-05-19,Nam,8000000,2018-12-16,,D091
E001247,Hoang Thu Thi,1980-10-19,Nu,8000000,2017-04-17,,D091
E001248,Dang Hai Quang,1973-01-24,Nu,8000000,2019-10-07,2022-04-18,D091
E001249,Bui Hai Minh,1971-08-09,Nam,17000000,2015-09-19,2022-12-15,D092
E001250,Le Thuy Linh,1985-12-08,Nam,17000000,2021-05-09,,D092
E001251,Vu Hoai Thi,1996-10-20,Nam,17000000,2017-08-24,,D092
E001252,Tran Thuy Thanh,1983-12-04,Nu,17000000,2015-04-23,,D092
E001253,Vu Huu Van,1984-10-02,Nu,17000000,2021-08-25,,D092
E001254,Vu Huu Anh,1987-09-11,Nam,17000000,2016-12-23,2021-07-28,D092
E001255,Le Dinh Van,1974-06-25,Nam,17000000,2017-02-03,,D092
E001256,Le Hai Linh,1975-06-07,Nu,17000000,2019-01-17,,D092
E001257,Vu Thu Anh,1988-09-10,Nam,17000000,2015-11-22,2015-11-23,D092
E001258,Bui Hoai Thi,1995-09-25,Nam,17000000,2017-06-21,,D092
E001259,Pham Khoa Quang,1971-11-05,Nu,17000000,2020-09-12,2021-01-14,D092
E001260,Le Ngoc Thi,1990-10-19,Nu,17000000,2021-06-03,2021-06-04,D092
E001261,Tran Ngoc Minh,1975-09-06,Nam,17000000,2018-10-24,2019-10-28,D092
E001262,Pham Huu Van,1986-06-26,Nu,17000000,2017-10-18,,D092
E001263,Le Dinh Duc,1994-04-15,Nam,17000000,2017-08-11,,D092
E001264,Tran Huu Van,1974-01-23,Nam,11000000,2019-01-15,2020-02-03,D093
E001265,Tran Thuy Thi,1972-03-04,Nam,11000000,2021-07-20,,D093
E001266,Vu Thuy Thi,1976-09-09,Nu,11000000,2021-07-04,2022-09-19,D093
E001267,Nguyen Thuy Thanh,1989-04-08,Nu,11000000,2021-04-07,,D093
E001268,Pham Hai Thi,1989-08-02,Nu,11000000,2016-03-12,,D093
